Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Ignition Total Timing (degrees),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),Knock Count (Combined) (Knock Events),Manifold Relative Pressure (psi),Mass Airflow (g/s),Throttle Sensor Voltage (V),A/F Learning #1 (%),Intake Air Temperature (F),Mass Airflow Sensor Voltage (V),Volumetric Efficiency* (Load Multiplier)
49192,14.70,13.84,176,2815,39.00,6.61,0.00,5.95,6.27,0.39,0.00,0,-8.85,18.57,0.76,-14.84,90,2.08,75.2502
49264,14.70,13.92,176,2813,39.00,6.60,0.00,5.95,6.27,0.39,0.00,0,-8.85,18.35,0.76,-14.84,90,2.06,75.3540
49337,14.70,13.84,176,2810,39.00,6.59,0.00,5.95,6.27,0.39,0.00,0,-8.85,18.50,0.76,-14.84,90,2.08,75.2136
49410,14.70,13.84,176,2811,39.00,6.60,0.00,5.95,6.27,0.40,0.00,0,-8.85,18.65,0.76,-14.84,90,2.08,75.1709
49483,14.70,13.84,176,2806,39.00,6.59,0.00,5.95,6.67,0.40,0.00,0,-8.85,18.43,0.76,-14.84,90,2.08,75.3326
49557,14.70,13.84,176,2804,39.00,6.58,0.00,5.95,6.27,0.40,0.00,0,-8.85,18.42,0.76,-14.84,90,2.08,75.3601
49629,14.59,13.84,176,2792,39.00,6.58,0.00,6.09,6.67,0.40,0.00,0,-8.85,18.49,0.76,-14.84,90,2.08,75.3265
49702,14.59,13.84,176,2790,39.00,6.55,0.00,6.09,6.67,0.40,0.00,0,-8.71,18.72,0.76,-14.84,90,2.08,75.3296
49775,14.59,13.84,176,2787,39.00,6.55,0.00,5.95,6.67,0.40,0.00,0,-8.71,18.50,0.76,-14.84,90,2.08,75.4120
49848,14.70,13.84,176,2790,39.00,6.54,0.00,6.09,6.67,0.40,0.00,0,-8.85,18.57,0.76,-14.84,90,2.06,75.5127
49921,14.70,13.84,176,2791,39.00,5.95,0.00,6.09,6.67,0.40,0.00,0,-8.71,18.27,0.76,-14.84,90,2.08,75.4791
49995,14.70,13.84,176,2787,39.00,6.54,0.00,6.09,6.67,0.40,0.00,0,-8.71,18.79,0.76,-14.84,90,2.08,75.5707
50068,14.81,13.84,176,2791,39.00,6.55,0.00,6.09,6.67,0.41,0.00,0,-8.71,19.02,0.76,-14.84,90,2.08,75.6683
50141,14.81,13.84,176,2787,39.00,6.54,0.00,6.09,6.67,0.41,0.00,0,-8.71,19.10,0.76,-14.84,90,2.10,75.6775
50214,14.70,13.84,176,2802,39.00,6.54,0.00,6.24,7.06,0.41,0.00,0,-8.56,19.33,0.78,-14.84,90,2.08,75.8301
50287,14.59,13.84,176,2799,39.00,6.57,0.00,6.24,7.06,0.42,0.00,0,-8.56,19.26,0.78,-14.84,90,2.10,76.0345
50360,14.59,13.84,176,2796,39.00,6.57,0.00,6.24,7.45,0.43,0.00,0,-8.56,20.14,0.78,-14.84,90,2.12,76.2085
50433,14.59,13.84,176,2797,39.00,7.16,0.00,6.38,7.45,0.43,0.00,0,-8.56,20.04,0.78,-14.84,90,2.12,76.3062
50505,14.59,13.84,176,2793,39.00,6.55,0.00,6.38,7.45,0.43,0.00,0,-8.42,20.04,0.78,-14.84,90,2.12,76.4771
50579,14.59,13.84,176,2791,39.00,7.14,0.00,6.53,7.45,0.44,0.00,0,-8.27,20.32,0.78,-14.84,90,2.12,76.7120
50652,14.59,13.84,176,2789,39.00,7.14,0.00,6.53,7.45,0.45,0.00,0,-8.27,20.68,0.80,-14.84,90,2.14,76.8555
50724,14.59,13.84,176,2786,38.50,7.13,0.00,6.53,7.84,0.46,0.00,0,-8.27,20.87,0.80,-14.84,90,2.14,77.1606
50798,14.59,13.84,176,2786,38.50,7.12,0.00,6.67,7.84,0.46,0.00,0,-8.13,21.32,0.80,-14.84,90,2.14,77.3407
50871,14.59,13.76,176,2784,38.50,7.13,0.00,6.82,8.24,0.46,0.00,0,-8.13,21.13,0.80,-14.84,90,2.14,77.6123
50944,14.47,13.84,176,2780,38.50,7.13,0.00,6.82,8.24,0.48,0.00,0,-7.98,21.95,0.82,-14.84,90,2.16,77.9327
51017,14.59,13.76,176,2771,38.50,7.12,0.00,6.96,8.63,0.48,0.00,0,-7.98,22.41,0.82,-14.84,90,2.18,78.1982
51091,14.70,13.84,176,2768,38.50,7.69,0.00,7.11,8.63,0.49,0.00,0,-7.84,22.79,0.82,-14.84,90,2.20,78.5248
51163,14.59,13.84,176,2764,38.00,7.67,0.00,7.11,8.63,0.50,0.00,0,-7.69,22.99,0.82,-14.84,90,2.20,78.8605
51236,14.70,13.84,176,2768,38.00,7.68,0.00,7.25,9.02,0.51,0.00,0,-7.55,23.55,0.84,-14.84,90,2.22,79.0985
51309,14.59,13.76,176,2765,38.00,8.26,0.00,7.40,9.41,0.53,0.00,0,-7.40,24.32,0.86,-14.84,90,2.22,79.4647
51381,14.47,13.84,176,2768,38.00,8.27,0.00,7.55,9.80,0.54,0.00,0,-7.25,24.80,0.86,-14.84,90,2.24,79.9042
51455,14.59,13.76,176,2762,37.50,8.26,0.00,7.69,10.59,0.56,0.00,0,-7.11,25.78,0.88,-14.84,90,2.28,80.4199
51528,14.47,13.76,176,2762,36.50,8.84,0.00,8.13,10.98,0.59,0.00,0,-6.82,26.72,0.90,-14.84,90,2.28,81.2775
51602,14.70,13.84,176,2764,36.50,8.84,0.00,8.27,10.98,0.60,0.00,0,-6.67,28.16,0.90,-14.84,90,2.32,81.9092
51674,14.59,13.76,176,2758,36.00,8.85,0.00,8.56,11.37,0.62,0.00,0,-6.53,28.59,0.92,-14.84,90,2.32,82.5958
51747,14.70,13.84,176,2759,35.50,9.42,0.00,8.71,11.37,0.64,0.00,0,-6.24,29.35,0.92,-14.84,90,2.34,83.1512
51821,14.70,13.76,176,2760,35.00,9.42,0.00,8.85,11.76,0.64,0.00,0,-6.09,29.90,0.92,-14.84,90,2.36,83.6182
51893,14.81,13.84,176,2755,34.50,9.40,0.00,9.00,12.16,0.66,0.00,0,-5.80,30.33,0.94,-14.84,90,2.36,84.1675
51966,14.70,13.76,176,2750,34.50,9.97,0.00,9.14,12.16,0.67,0.00,0,-5.66,30.66,0.94,-14.84,90,2.38,84.5062
52040,14.70,13.84,176,2754,34.50,10.00,0.00,9.29,12.55,0.67,0.00,0,-5.51,30.77,0.94,-14.84,90,2.38,84.9365
52113,14.93,13.76,176,2758,34.00,9.99,0.00,9.58,12.55,0.70,0.00,0,-5.37,31.87,0.96,-14.84,90,2.40,85.3119
52186,14.81,13.76,176,2749,34.00,10.00,0.00,9.58,12.94,0.70,0.00,0,-5.22,32.09,0.96,-14.84,90,2.40,85.6354
52258,14.81,13.76,176,2757,33.50,10.56,0.00,9.72,12.94,0.70,0.00,0,-5.22,32.81,0.96,-14.84,90,2.42,85.9802
52333,14.70,13.76,176,2753,33.50,10.59,0.00,9.87,12.94,0.73,0.00,0,-5.08,33.06,0.96,-14.84,90,2.44,86.3068
52405,14.70,13.76,176,2753,33.00,10.57,0.00,10.01,12.94,0.72,0.00,0,-4.93,33.54,0.96,-14.84,90,2.44,86.6302
52478,14.70,13.84,176,2751,33.00,10.56,0.00,10.01,13.33,0.73,0.00,0,-4.79,33.66,0.98,-14.84,90,2.44,86.8042
52551,14.81,13.76,176,2753,33.00,10.57,0.00,10.16,13.33,0.74,0.00,0,-4.64,34.01,0.98,-14.84,90,2.46,87.1704
52624,14.81,13.84,176,2750,32.50,11.15,0.00,10.30,13.33,0.74,0.00,0,-4.50,34.27,0.98,-14.84,90,2.46,87.4908
52697,14.70,13.76,176,2770,32.50,11.21,0.00,10.30,13.73,0.75,0.00,0,-4.50,34.63,0.98,-14.84,90,2.46,87.6526
52771,14.70,13.84,176,2763,32.50,11.23,0.00,10.45,13.73,0.76,0.00,0,-4.35,34.99,0.98,-14.84,90,2.48,87.9211
52843,14.81,13.84,176,2763,32.00,11.20,0.00,10.59,13.73,0.76,0.00,0,-4.35,35.47,0.98,-14.84,90,2.48,88.1470
52916,14.70,13.84,176,2770,32.00,11.20,0.00,10.59,13.73,0.78,0.00,0,-4.21,35.72,1.00,-14.84,90,2.48,88.3575
52990,14.70,13.84,176,2762,32.00,11.23,0.00,10.74,13.73,0.78,0.00,0,-4.21,35.72,1.00,-14.84,90,2.48,88.4735
53062,14.59,13.84,176,2768,32.00,11.22,0.00,10.74,13.73,0.78,0.00,0,-4.06,36.19,1.00,-14.84,90,2.50,88.6414
53135,14.70,13.84,176,2770,32.00,11.23,0.00,10.88,14.12,0.79,0.00,0,-3.92,36.19,1.00,-14.84,90,2.48,88.9252
53208,14.70,13.84,176,2766,31.50,11.80,0.00,10.88,14.12,0.79,0.00,0,-3.92,36.07,1.00,-14.84,90,2.50,88.9374
53282,14.81,13.84,176,2768,31.50,11.81,0.00,10.88,14.12,0.80,0.00,0,-3.92,37.05,1.00,-13.28,90,2.50,89.0991
53354,14.81,13.84,176,2766,31.50,11.83,0.00,11.03,14.12,0.80,0.00,0,-3.77,36.93,1.00,-13.28,90,2.50,89.2029
53428,14.47,13.84,176,2767,31.50,11.80,0.00,11.03,14.12,0.80,0.00,0,-3.77,36.80,1.00,-13.28,90,2.50,89.2334
53501,14.47,13.84,176,2767,31.50,11.81,0.00,11.17,14.12,0.81,0.00,0,-3.77,37.29,1.00,-13.28,90,2.52,89.3494
53574,14.59,13.84,176,2768,31.00,11.81,0.00,11.17,14.12,0.80,0.00,0,-3.63,37.18,1.00,-13.28,90,2.50,89.3646
53648,14.70,13.84,176,2770,31.00,11.82,0.00,11.17,14.12,0.81,0.00,0,-3.63,37.28,1.00,-13.28,90,2.52,89.3890
53721,14.36,13.84,176,2766,31.00,11.80,0.00,11.17,14.12,0.81,0.00,0,-3.63,37.17,1.00,-13.28,90,2.50,89.4684
53795,14.47,13.76,176,2771,31.00,11.82,0.00,11.17,14.12,0.81,0.00,0,-3.63,37.41,1.00,-13.28,90,2.52,89.4470
53867,14.70,13.84,176,2774,31.50,11.84,0.00,11.17,14.12,0.81,0.00,0,-3.63,37.18,1.00,-13.28,90,2.50,89.5508
53940,14.59,13.84,176,2776,31.00,11.81,0.00,11.17,14.12,0.82,0.00,0,-3.63,37.53,1.00,-13.28,90,2.52,89.5508
54014,14.70,13.84,176,2774,31.50,11.85,0.00,11.17,14.12,0.81,0.00,0,-3.63,37.17,1.00,-13.28,90,2.50,89.5142
54087,14.59,13.76,176,2768,31.00,11.84,0.00,11.17,13.73,0.80,0.00,0,-3.63,36.81,0.98,-13.28,90,2.50,89.5050
54160,14.59,13.76,176,2772,31.50,11.81,0.00,11.03,12.94,0.79,0.00,0,-3.63,35.35,0.96,-13.28,90,2.48,89.2426
54233,14.47,13.76,176,2774,32.00,11.24,0.00,10.59,12.16,0.77,0.00,0,-3.77,33.78,0.94,-14.84,90,2.44,88.8000
54307,14.70,13.76,176,2770,33.50,10.05,0.00,10.30,11.76,0.71,0.00,0,-4.21,32.81,0.92,-14.84,90,2.44,87.7747
54379,14.70,13.76,176,2768,34.00,10.04,0.00,10.16,11.37,0.70,0.00,0,-4.64,32.21,0.92,-14.84,90,2.40,86.9873
54452,14.70,13.84,176,2760,34.00,10.01,0.00,9.87,11.37,0.68,0.00,0,-4.93,31.34,0.90,-14.84,90,2.40,86.4471
54525,14.93,13.76,176,2760,34.50,10.01,0.00,9.58,10.59,0.67,0.00,0,-5.22,30.22,0.88,-14.84,90,2.36,85.7727
54598,14.81,13.84,176,2815,35.00,9.42,0.00,9.43,10.20,0.64,0.00,0,-5.37,29.57,0.86,-14.84,90,2.34,84.9060
54671,14.93,13.84,176,2759,35.50,9.39,0.00,8.71,9.41,0.62,0.00,0,-5.66,27.95,0.84,-14.84,90,2.32,84.1675
54745,14.70,13.76,176,2751,36.00,8.24,0.00,8.27,8.63,0.57,0.00,0,-6.09,26.40,0.82,-14.84,90,2.26,83.0261
54818,14.36,13.84,176,2753,37.00,8.22,0.00,7.98,8.24,0.55,0.00,0,-6.53,23.55,0.82,-14.84,90,2.20,81.6833
54891,14.13,13.76,176,2758,38.00,8.22,0.00,7.69,8.24,0.52,0.00,0,-6.82,22.42,0.80,-14.84,90,2.18,80.5969
54963,14.59,13.84,176,2748,38.50,7.03,0.00,7.40,7.45,0.47,0.00,0,-7.11,21.78,0.80,-14.84,90,2.16,79.7485
55037,14.36,13.76,176,2749,38.50,7.04,0.00,7.11,7.45,0.47,0.00,0,-7.69,21.14,0.78,-14.84,90,2.14,79.0314
55109,14.81,13.84,176,2752,38.50,7.05,0.00,6.96,6.67,0.44,0.00,0,-7.84,19.77,0.76,-14.84,90,2.10,78.2349
55182,14.81,13.76,176,2750,39.00,7.04,0.00,6.67,6.67,0.43,0.00,0,-8.13,19.26,0.76,-14.84,90,2.10,77.2858
55256,14.81,13.84,176,2741,39.00,6.45,0.00,6.53,6.27,0.40,0.00,0,-8.27,18.64,0.74,-14.84,90,2.08,76.8188
55329,14.81,13.84,176,2742,39.00,6.43,0.00,6.24,5.88,0.39,0.00,0,-8.42,18.27,0.74,-14.84,90,2.06,76.1505
55402,14.59,13.84,176,2737,38.50,6.43,0.00,6.09,5.88,0.38,0.00,0,-8.56,17.29,0.74,-14.84,90,2.02,75.4364
55475,14.81,13.84,176,2741,38.50,6.42,0.00,5.95,5.49,0.37,0.00,0,-8.71,16.42,0.72,-14.84,90,2.00,74.8352
55548,14.93,13.84,176,2743,38.00,5.85,0.00,5.80,5.49,0.36,0.00,0,-8.85,16.56,0.72,-14.84,90,2.00,74.5880
55622,14.81,13.84,176,2736,38.00,5.84,0.00,5.66,5.49,0.36,0.00,0,-9.00,16.16,0.72,-14.84,90,1.98,74.0204
55695,14.81,13.84,176,2739,37.50,5.84,0.00,5.66,5.49,0.35,0.00,0,-9.14,15.89,0.72,-14.84,90,1.98,73.7274
55767,14.70,13.84,176,2735,37.50,5.83,0.00,5.51,5.49,0.35,0.00,0,-9.29,15.89,0.72,-14.84,90,1.98,73.6847
55840,14.81,13.84,176,2731,37.50,5.81,0.00,5.51,5.49,0.35,0.00,0,-9.29,15.95,0.72,-14.84,90,1.98,73.4711
55914,14.81,13.92,176,2727,37.50,5.83,0.00,5.51,5.49,0.35,0.00,0,-9.29,15.75,0.72,-14.84,90,1.98,73.3093
55986,14.81,13.84,176,2729,37.50,5.82,0.00,5.37,5.49,0.34,0.00,0,-9.29,15.61,0.72,-14.84,90,1.96,73.2452
56059,14.59,13.84,176,2721,37.50,5.82,0.00,5.37,5.49,0.34,0.00,0,-9.43,15.48,0.72,-14.84,90,1.96,73.1689
56133,14.59,13.84,176,2726,37.00,5.81,0.00,5.37,5.49,0.35,0.00,0,-9.43,15.89,0.72,-14.84,90,1.98,73.1293
56205,14.59,13.84,176,2713,37.50,5.79,0.00,5.37,5.49,0.35,0.00,0,-9.43,15.68,0.72,-14.84,90,1.98,72.9858
56279,14.59,13.84,176,2721,37.50,5.81,0.00,5.37,5.49,0.35,0.00,0,-9.43,15.75,0.72,-14.84,90,1.98,72.9523
56352,14.59,13.84,176,2712,37.50,5.79,0.00,5.37,5.49,0.34,0.00,0,-9.43,15.54,0.72,-14.84,90,1.96,73.0255
56425,14.47,13.84,176,2719,37.50,5.80,0.00,5.37,5.49,0.35,0.00,0,-9.43,15.67,0.72,-14.84,90,1.98,72.9736
56497,14.47,13.84,176,2720,37.50,5.81,0.00,5.37,5.49,0.34,0.00,0,-9.43,15.61,0.72,-14.84,90,1.98,72.8638
56571,14.59,13.84,176,2719,37.50,5.80,0.00,5.37,5.49,0.35,0.00,0,-9.43,15.75,0.72,-14.84,90,1.98,72.8973
56645,14.59,13.84,176,2720,37.50,5.80,0.00,5.37,5.49,0.35,0.00,0,-9.43,15.81,0.72,-14.84,90,1.98,73.1018
56717,14.59,13.84,176,2717,37.50,5.80,0.00,5.37,5.49,0.35,0.00,0,-9.43,15.81,0.72,-14.84,90,1.98,72.9004
56790,14.47,13.84,176,2719,38.00,6.38,0.00,5.51,5.88,0.36,0.00,0,-9.43,16.71,0.74,-14.84,90,2.02,73.1628
56863,14.47,13.84,176,2720,39.00,6.38,0.00,5.66,7.45,0.39,0.00,0,-9.29,18.12,0.78,-14.84,90,2.08,73.9075
56936,14.47,13.84,176,2717,38.50,6.96,0.00,6.09,7.84,0.43,0.00,0,-8.71,19.69,0.80,-14.84,90,2.12,74.9908
57009,14.24,13.84,176,2712,38.50,6.94,0.00,6.24,8.24,0.45,0.00,0,-8.56,20.50,0.80,-14.84,90,2.12,75.9552
57082,13.78,13.84,176,2706,38.50,6.93,0.00,6.53,8.24,0.47,0.00,0,-8.27,20.78,0.82,-14.84,90,2.14,76.8951
57155,14.01,13.84,176,2709,38.00,6.95,0.00,6.67,8.24,0.47,0.00,0,-8.13,21.23,0.82,-14.84,90,2.14,77.2003
57228,14.47,13.84,176,2696,38.00,6.94,0.00,6.96,8.24,0.48,0.00,0,-7.98,21.32,0.82,-14.84,90,2.14,77.6031
57302,14.59,13.76,176,2685,38.00,7.48,0.00,6.96,8.63,0.49,0.00,0,-7.84,22.41,0.82,-14.84,90,2.18,77.9938
57375,14.81,13.84,176,2700,38.00,7.45,0.00,7.11,8.63,0.50,0.00,0,-7.84,22.41,0.82,-14.84,90,2.18,78.3936
57448,14.70,13.84,176,2694,38.00,7.47,0.00,7.11,8.63,0.50,0.00,0,-7.69,22.51,0.82,-14.84,90,2.18,78.6072
57520,14.70,13.84,176,2689,38.00,7.46,0.00,7.25,9.02,0.51,0.00,0,-7.55,22.99,0.84,-14.84,90,2.20,78.8696
57593,14.59,13.84,176,2689,38.00,7.46,0.00,7.25,9.02,0.51,0.00,0,-7.55,22.79,0.84,-14.84,90,2.20,79.1321
57666,14.81,13.84,176,2693,38.00,7.47,0.00,7.40,9.41,0.53,0.00,0,-7.40,23.65,0.84,-14.84,90,2.22,79.3671
57739,14.81,13.76,176,2688,38.00,8.04,0.00,7.55,9.80,0.53,0.00,0,-7.25,23.84,0.86,-14.84,90,2.22,79.6600
57812,14.81,13.76,176,2687,37.50,8.03,0.00,7.84,10.20,0.56,0.00,0,-7.11,24.88,0.86,-14.84,90,2.24,80.0446
57885,14.81,13.84,176,2700,37.50,8.03,0.00,7.98,10.20,0.58,0.00,0,-6.96,25.88,0.88,-14.84,90,2.28,80.6885
57960,14.70,13.76,176,2696,36.50,8.64,0.00,8.13,10.59,0.58,0.00,0,-6.82,26.62,0.88,-14.84,90,2.28,81.2805
58031,14.59,13.84,176,2700,36.50,8.63,0.00,8.27,10.98,0.60,0.00,0,-6.67,27.13,0.90,-14.84,90,2.30,81.7505
58104,14.47,13.76,176,2702,35.50,9.22,0.00,8.56,11.37,0.63,0.00,0,-6.53,28.17,0.90,-14.84,90,2.32,82.5134
58178,14.70,13.84,176,2694,35.50,9.19,0.00,8.71,11.37,0.63,0.00,0,-6.09,28.38,0.92,-14.84,90,2.32,82.9987
58251,14.59,13.76,176,2704,35.00,9.23,0.00,8.85,11.76,0.64,0.00,0,-5.95,29.03,0.92,-14.84,90,2.34,83.5968
58325,14.70,13.84,176,2693,34.50,9.19,0.00,9.00,12.16,0.66,0.00,0,-5.80,29.46,0.94,-14.84,90,2.36,84.0637
58398,14.81,13.76,176,2689,34.00,9.76,0.00,9.14,12.16,0.68,0.00,0,-5.66,30.13,0.94,-14.84,90,2.36,84.5154
58471,14.81,13.84,176,2683,34.00,9.75,0.00,9.43,12.16,0.69,0.00,0,-5.51,30.33,0.94,-14.84,90,2.38,84.9701
58544,14.70,13.84,176,2690,34.00,9.73,0.00,9.58,12.55,0.70,0.00,0,-5.37,31.54,0.96,-14.84,90,2.40,85.3302
58617,14.81,13.76,176,2684,33.50,9.76,0.00,9.72,12.94,0.71,0.00,0,-5.22,32.09,0.96,-14.84,90,2.40,85.6262
58690,14.81,13.84,176,2678,33.00,10.28,0.00,9.72,12.94,0.71,0.00,0,-5.08,32.21,0.96,-14.84,90,2.42,85.9833
58764,14.81,13.84,176,2681,33.00,10.30,0.00,9.87,12.94,0.71,0.00,0,-5.08,32.21,0.96,-14.84,90,2.42,86.3007
58837,14.70,13.84,176,2679,33.00,10.29,0.00,10.01,12.94,0.73,0.00,0,-4.79,32.33,0.96,-14.84,90,2.42,86.4960
58909,14.81,13.84,176,2678,33.00,10.28,0.00,10.01,12.94,0.74,0.00,0,-4.79,33.05,0.96,-14.84,90,2.42,86.7767
58983,14.81,13.84,176,2693,33.00,10.35,0.00,10.16,12.94,0.74,0.00,0,-4.64,33.05,0.96,-14.84,90,2.44,86.9873
59056,14.70,13.84,176,2691,32.50,10.34,0.00,10.30,12.94,0.75,0.00,0,-4.50,33.29,0.96,-14.84,90,2.44,87.1674
59129,14.70,13.84,176,2695,32.50,10.91,0.00,10.30,12.94,0.75,0.00,0,-4.50,33.78,0.96,-14.84,90,2.44,87.2620
59202,14.59,13.84,176,2691,32.50,10.35,0.00,10.30,13.33,0.75,0.00,0,-4.50,33.78,0.98,-14.84,90,2.44,87.4298
59274,14.70,13.84,176,2688,32.00,10.91,0.00,10.45,13.33,0.76,0.00,0,-4.50,33.78,0.98,-14.84,90,2.44,87.5427
59348,14.70,13.84,176,2691,32.00,10.91,0.00,10.45,13.33,0.75,0.00,0,-4.35,33.65,0.98,-14.84,90,2.44,87.6038
59421,14.70,13.84,176,2695,32.00,10.92,0.00,10.45,13.33,0.75,0.00,0,-4.35,33.90,0.98,-14.84,90,2.46,87.7350
59494,14.70,13.76,176,2682,32.00,10.87,0.00,10.45,13.33,0.76,0.00,0,-4.35,33.78,0.98,-14.84,90,2.44,87.7930
59568,14.81,13.92,176,2680,32.00,10.86,0.00,10.45,13.33,0.75,0.00,0,-4.35,33.65,0.98,-14.84,90,2.44,87.9089
59641,14.70,13.84,176,2678,32.00,10.89,0.00,10.59,13.33,0.76,0.00,0,-4.21,34.14,0.98,-14.84,90,2.44,87.8601
59715,14.81,13.84,176,2681,32.00,10.86,0.00,10.59,13.33,0.76,0.00,0,-4.21,34.01,0.98,-14.84,90,2.44,88.0035
59787,14.81,13.84,176,2682,32.00,10.87,0.00,10.59,13.33,0.76,0.00,0,-4.21,33.42,0.98,-14.84,90,2.44,88.0035
59861,14.81,13.84,176,2682,32.50,10.87,0.00,10.59,12.94,0.76,0.00,0,-4.21,34.26,0.96,-14.84,90,2.44,87.9486
59934,14.81,13.84,176,2686,32.00,10.87,0.00,10.45,12.94,0.75,0.00,0,-4.21,33.17,0.96,-14.84,90,2.44,87.8876
60006,14.81,13.84,176,2695,32.50,10.92,0.00,10.45,12.94,0.75,0.00,0,-4.35,32.81,0.96,-14.84,90,2.42,87.6831
60079,14.59,13.76,176,2700,33.00,10.37,0.00,10.30,12.55,0.73,0.00,0,-4.50,32.56,0.96,-14.84,90,2.42,87.4725
60152,14.59,13.84,176,2696,33.00,10.35,0.00,10.30,12.16,0.73,0.00,0,-4.50,32.45,0.94,-14.84,90,2.42,87.2711
60225,14.81,13.84,176,2702,33.00,10.33,0.00,10.16,12.16,0.72,0.00,0,-4.64,32.56,0.94,-14.84,90,2.42,87.0483
60299,14.70,13.84,176,2704,33.50,9.80,0.00,10.16,12.16,0.71,0.00,0,-4.64,31.66,0.94,-14.84,90,2.40,86.7340
60371,14.70,13.84,176,2696,33.50,10.38,0.00,9.87,11.76,0.70,0.00,0,-4.79,31.43,0.92,-14.84,90,2.40,86.5723
60444,14.70,13.84,176,2702,33.50,10.35,0.00,9.72,11.37,0.69,0.00,0,-4.93,29.90,0.90,-14.84,90,2.34,86.0474
60517,14.70,13.76,176,2683,34.00,9.80,0.00,9.58,10.98,0.66,0.00,0,-5.08,29.46,0.90,-14.84,90,2.34,85.4736
60590,14.59,13.84,176,2685,35.50,9.16,0.00,9.29,10.20,0.63,0.00,0,-5.22,28.27,0.88,-14.84,90,2.32,84.7595
60663,14.59,13.84,176,2692,35.50,9.19,0.00,9.00,9.80,0.62,0.00,0,-5.80,27.02,0.86,-14.84,90,2.28,83.9752
60736,14.59,13.84,176,2686,36.50,8.60,0.00,8.71,9.41,0.58,0.00,0,-6.09,26.09,0.86,-14.84,90,2.26,83.1757
60810,14.47,13.84,176,2679,37.00,8.00,0.00,8.42,9.41,0.57,0.00,0,-6.38,25.37,0.84,-14.84,90,2.26,82.3761
60883,14.47,13.84,176,2691,37.50,8.03,0.00,8.27,8.63,0.55,0.00,0,-6.53,25.18,0.82,-14.84,90,2.24,81.5948
60956,14.70,13.84,176,2685,38.00,8.04,0.00,7.69,8.24,0.51,0.00,0,-6.82,23.18,0.82,-14.84,90,2.18,81.0059
61029,14.59,13.84,176,2705,38.00,7.45,0.00,7.55,8.24,0.50,0.00,0,-7.11,22.13,0.82,-14.84,90,2.16,80.1483
61102,14.70,13.76,176,2700,38.00,7.50,0.00,7.40,8.24,0.50,0.00,0,-7.25,21.95,0.82,-14.84,90,2.18,79.4800
61176,14.70,13.76,176,2702,38.00,7.49,0.00,7.40,8.24,0.49,0.00,0,-7.40,22.05,0.82,-14.84,90,2.16,79.2633
61248,14.81,13.84,176,2696,38.00,7.48,0.00,7.25,8.24,0.49,0.00,0,-7.40,21.86,0.82,-14.84,90,2.16,79.0070
61322,14.70,13.76,176,2695,38.00,7.47,0.00,7.25,8.24,0.48,0.00,0,-7.55,21.50,0.82,-14.84,90,2.16,78.8361
61395,14.59,13.84,176,2692,38.00,7.47,0.00,7.11,8.24,0.49,0.00,0,-7.69,21.69,0.82,-14.84,90,2.16,78.6041
61469,14.59,13.76,176,2690,38.00,7.46,0.00,7.11,8.24,0.48,0.00,0,-7.69,21.87,0.82,-14.84,90,2.16,78.6011
61541,14.47,13.84,176,2676,38.00,7.45,0.00,7.11,8.24,0.49,0.00,0,-7.69,21.59,0.82,-14.84,90,2.16,78.5706
61615,14.47,13.84,176,2674,38.00,7.42,0.00,7.11,8.24,0.49,0.00,0,-7.69,21.50,0.82,-14.84,90,2.16,78.3417
61687,14.59,13.76,176,2671,38.00,6.84,0.00,7.11,8.24,0.48,0.00,0,-7.69,21.50,0.80,-14.84,90,2.16,78.3112
61761,14.47,13.84,176,2671,38.00,7.41,0.00,7.11,8.24,0.49,0.00,0,-7.69,21.50,0.82,-14.84,90,2.16,78.4698
61833,14.59,13.76,176,2670,38.00,7.41,0.00,7.11,8.24,0.48,0.00,0,-7.69,21.68,0.82,-14.84,90,2.16,78.2806
61907,14.47,13.84,176,2670,38.00,7.40,0.00,7.11,8.24,0.48,0.00,0,-7.69,21.32,0.82,-14.84,90,2.14,78.2349
61980,14.59,13.76,176,2665,38.00,7.39,0.00,7.11,8.24,0.48,0.00,0,-7.69,21.50,0.82,-14.06,90,2.16,78.2745
62053,14.47,13.84,176,2679,38.00,6.86,0.00,6.96,8.24,0.47,0.00,0,-7.84,21.04,0.82,-14.06,90,2.14,78.1921
62127,14.59,13.76,176,2678,38.00,7.43,0.00,6.96,8.24,0.48,0.00,0,-7.84,21.23,0.82,-14.06,90,2.14,78.2654
62200,14.70,13.84,176,2676,38.00,7.42,0.00,6.96,8.24,0.48,0.00,0,-7.84,21.32,0.82,-14.06,90,2.16,78.1281
62273,14.70,13.84,176,2674,38.00,7.42,0.00,6.96,8.24,0.48,0.00,0,-7.84,21.32,0.82,-14.06,90,2.16,78.1586
62346,14.70,13.84,176,2674,38.00,7.42,0.00,6.96,8.24,0.48,0.00,0,-7.84,21.14,0.82,-14.06,90,2.14,78.2135
62418,14.59,13.84,176,2672,38.00,7.41,0.00,6.96,8.24,0.47,0.00,0,-7.84,21.23,0.80,-14.06,90,2.16,78.0731
62492,14.59,13.84,176,2668,38.00,7.41,0.00,6.96,8.24,0.48,0.00,0,-7.84,21.14,0.82,-14.06,90,2.14,77.9785
